RefDes     X          Y          Rot.       Exact     (FREE)    Side
CX349      10510.0000 1430.0000  180        EXACT     (FREE)    Bottom                        
CX350      10490.0000 1430.0000  000        EXACT     (FREE)    Top                           
CX351      10179.0945 2582.4016  000        EXACT     (FREE)    Top                           
CX352      9620.0000  2260.0000  270        EXACT     (FREE)    Top                           
CX353      9765.0000  2290.0000  270        EXACT     (FREE)    Bottom                        
CX354      9690.0000  2225.0000  270        EXACT     (FREE)    Top                           
CX355      9465.0000  2405.0000  000        EXACT     (FREE)    Bottom                        
CX356      9540.0000  2360.0000  045        EXACT     (FREE)    Bottom                        
CX357      9455.0000  2490.0000  270        EXACT     (FREE)    Bottom                        
CX358      9850.0000  2400.0000  135        EXACT     (FREE)    Bottom                        
CX359      9663.0000  2665.0000  000        EXACT     (FREE)    Bottom                        
CX360      9875.0000  2480.0000  270        EXACT     (FREE)    Bottom                        
CX361      9550.0000  2830.0000  180        EXACT     (FREE)    Top                           
CX362      9670.0000  2870.0000  180        EXACT     (FREE)    Top                           
CX363      10510.0000 430.0000   180        EXACT     (FREE)    Bottom                        
CX364      10490.0000 430.0000   000        EXACT     (FREE)    Top                           
CX365      10890.0000 3650.0000  270        EXACT     (FREE)    Bottom                        
CX366      10945.0000 3700.0000  180        EXACT     (FREE)    Bottom                        
CX367      10179.0945 1582.4016  000        EXACT     (FREE)    Top                           
CX368      9620.0000  1260.0000  270        EXACT     (FREE)    Top                           
CX369      9765.0000  1290.0000  270        EXACT     (FREE)    Bottom                        
CX370      9690.0000  1225.0000  270        EXACT     (FREE)    Top                           
CX371      9465.0000  1405.0000  000        EXACT     (FREE)    Bottom                        
CX372      9540.0000  1360.0000  045        EXACT     (FREE)    Bottom                        
CX373      9455.0000  1490.0000  270        EXACT     (FREE)    Bottom                        
CX374      9850.0000  1400.0000  135        EXACT     (FREE)    Bottom                        
CX375      9663.0000  1665.0000  000        EXACT     (FREE)    Bottom                        
CX376      9875.0000  1480.0000  270        EXACT     (FREE)    Bottom                        
CX377      9549.5900  1830.0000  180        EXACT     (FREE)    Top                           
CX378      9669.5900  1870.0000  180        EXACT     (FREE)    Top                           
CX379      10890.0000 2650.0000  270        EXACT     (FREE)    Bottom                        
CX380      10945.0000 2700.0000  180        EXACT     (FREE)    Bottom                        
CX381      10890.0000 1650.0000  270        EXACT     (FREE)    Bottom                        
CX382      10945.0000 1700.0000  180        EXACT     (FREE)    Bottom                        
CX383      10179.0945 582.4016   000        EXACT     (FREE)    Top                           
CX384      9620.0000  260.0000   270        EXACT     (FREE)    Top                           
CX385      9765.0000  290.0000   270        EXACT     (FREE)    Bottom                        
CX386      9690.0000  225.0000   270        EXACT     (FREE)    Top                           
CX387      9465.0000  405.0000   000        EXACT     (FREE)    Bottom                        
CX388      9540.0000  360.0000   045        EXACT     (FREE)    Bottom                        
CX389      9455.0000  490.0000   270        EXACT     (FREE)    Bottom                        
CX390      9850.0000  400.0000   135        EXACT     (FREE)    Bottom                        
CX391      9663.0000  665.0000   000        EXACT     (FREE)    Bottom                        
CX392      9875.0000  480.0000   270        EXACT     (FREE)    Bottom                        
CX393      9550.0000  830.0000   180        EXACT     (FREE)    Top                           
CX394      9670.0000  870.0000   180        EXACT     (FREE)    Top                           
CX395      10890.0000 650.0000   270        EXACT     (FREE)    Bottom                        
CX396      10945.0000 700.0000   180        EXACT     (FREE)    Bottom                        
CX397      7890.0000  7380.0000  090        EXACT     (FREE)    Top                           
CX398      7890.0000  7020.0000  270        EXACT     (FREE)    Top                           
CX399      7790.0000  7200.0000  180        EXACT     (FREE)    Top                           
CX400      8145.0000  7050.0000  000        EXACT     (FREE)    Top                           
CX401      8140.0000  7350.0000  000        EXACT     (FREE)    Top                           
CX402      7790.0000  7160.0000  180        EXACT     (FREE)    Top                           
CX403      2490.0000  390.0000   000        EXACT     (FREE)    Bottom                        
CX404      471.0000   367.0000   270        EXACT     (FREE)    Bottom                        
CX405      2490.0000  1390.0000  000        EXACT     (FREE)    Bottom                        
CX406      471.0000   4367.0000  270        EXACT     (FREE)    Bottom                        
CX407      471.0000   8367.0000  270        EXACT     (FREE)    Bottom                        
CX408      11321.0000 12013.0000 090        EXACT     (FREE)    Bottom                        
CX409      11440.0000 7820.0000  090        EXACT     (FREE)    Top                           
CX410      11529.0000 3883.0000  090        EXACT     (FREE)    Bottom                        
CX411      2490.0000  4390.0000  000        EXACT     (FREE)    Bottom                        
CX412      2490.0000  5390.0000  000        EXACT     (FREE)    Bottom                        
CX413      2490.0000  6390.0000  000        EXACT     (FREE)    Bottom                        
CX414      2490.0000  7390.0000  000        EXACT     (FREE)    Bottom                        
CX415      2490.0000  8390.0000  000        EXACT     (FREE)    Bottom                        
CX416      2490.0000  2390.0000  000        EXACT     (FREE)    Bottom                        
CX417      2490.0000  3390.0000  000        EXACT     (FREE)    Bottom                        
CX418      2490.0000  9390.0000  000        EXACT     (FREE)    Bottom                        
CX419      2490.0000  10390.0000 000        EXACT     (FREE)    Bottom                        
CX420      2490.0000  11390.0000 000        EXACT     (FREE)    Bottom                        
CX421      9510.0000  11860.0000 180        EXACT     (FREE)    Bottom                        
CX422      9510.0000  10860.0000 180        EXACT     (FREE)    Bottom                        
CX423      9510.0000  9860.0000  180        EXACT     (FREE)    Bottom                        
CX424      9510.0000  8860.0000  180        EXACT     (FREE)    Bottom                        
CX425      9510.0000  7860.0000  180        EXACT     (FREE)    Bottom                        
CX426      9510.0000  6860.0000  180        EXACT     (FREE)    Bottom                        
CX427      9510.0000  5860.0000  180        EXACT     (FREE)    Bottom                        
CX428      9510.0000  4860.0000  180        EXACT     (FREE)    Bottom                        
CX429      9510.0000  3860.0000  180        EXACT     (FREE)    Bottom                        
CX430      9510.0000  2860.0000  180        EXACT     (FREE)    Bottom                        
CX431      9510.0000  1860.0000  180        EXACT     (FREE)    Bottom                        
CX432      9510.0000  860.0000   180        EXACT     (FREE)    Bottom                        
CX433      6675.0000  10540.0000 090        EXACT     (FREE)    Bottom                        
CX434      6410.0000  10445.0000 000        EXACT     (FREE)    Bottom                        
CX435      6290.0000  10795.0000 180        EXACT     (FREE)    Bottom                        
CX436      6160.0000  10205.0000 090        EXACT     (FREE)    Bottom                        
CX437      6200.0000  10660.0000 090        EXACT     (FREE)    Top                           
CX438      6180.0000  10610.0000 180        EXACT     (FREE)    Top                           
CX439      6265.0000  10645.0000 090        EXACT     (FREE)    Bottom                        
CX440      6580.0000  10795.0000 180        EXACT     (FREE)    Bottom                        
CX441      6098.0000  7298.0000  180        EXACT     (FREE)    Bottom                        
CX442      5720.0000  7645.0000  000        EXACT     (FREE)    Bottom                        
CX443      5239.0000  7450.0000  090        EXACT     (FREE)    Bottom                        
CX444      5284.0000  7286.0000  180        EXACT     (FREE)    Bottom                        
CX445      5120.0000  9930.0000  000        EXACT     (FREE)    Top                           
CX446      5525.0000  7420.0000  000        EXACT     (FREE)    Bottom                        
CX447      6180.0000  7360.0000  090        EXACT     (FREE)    Bottom                        
CX448      5320.0000  7575.0000  180        EXACT     (FREE)    Top                           
CX449      5440.0000  7775.0000  270        EXACT     (FREE)    Bottom                        
CX450      6236.0000  7232.0000  180        EXACT     (FREE)    Bottom                        
CX451      5505.0000  7775.0000  270        EXACT     (FREE)    Top                           
CX452      5590.0000  7375.0000  000        EXACT     (FREE)    Bottom                        
CX453      5550.0000  7295.0000  180        EXACT     (FREE)    Bottom                        
CX454      5570.0000  7775.0000  270        EXACT     (FREE)    Top                           
CX455      5684.0000  7318.0000  180        EXACT     (FREE)    Bottom                        
CX456      5320.0000  7625.0000  180        EXACT     (FREE)    Top                           
CX457      5635.0000  7775.0000  270        EXACT     (FREE)    Top                           
CX458      6176.0000  7256.0000  000        EXACT     (FREE)    Bottom                        
CX459      5940.0000  7304.0000  180        EXACT     (FREE)    Bottom                        
CX460      5940.0000  7260.0000  090        EXACT     (FREE)    Bottom                        
CX461      6135.0000  7300.0000  270        EXACT     (FREE)    Bottom                        
CX462      6218.0000  7300.0000  270        EXACT     (FREE)    Bottom                        
CX463      6020.0000  7258.0000  000        EXACT     (FREE)    Bottom                        
CX464      5900.0000  7260.0000  270        EXACT     (FREE)    Bottom                        
CX465      6020.0000  7300.0000  270        EXACT     (FREE)    Bottom                        
CX466      6178.0000  7300.0000  090        EXACT     (FREE)    Bottom                        
CX467      6100.0000  7256.0000  000        EXACT     (FREE)    Bottom                        
CX468      5820.0000  7338.0000  000        EXACT     (FREE)    Bottom                        
CX469      5822.0000  7258.0000  270        EXACT     (FREE)    Bottom                        
CX470      5784.0000  7258.0000  090        EXACT     (FREE)    Bottom                        
CX471      6060.0000  7300.0000  270        EXACT     (FREE)    Bottom                        
CX472      5190.0000  9770.0000  000        EXACT     (FREE)    Top                           
CX473      6100.0000  7338.0000  180        EXACT     (FREE)    Bottom                        
CX474      5862.0000  7340.0000  090        EXACT     (FREE)    Bottom                        
CX475      5862.0000  7258.0000  090        EXACT     (FREE)    Bottom                        
CX476      7440.0000  10200.0000 000        EXACT     (FREE)    Top                           
CX477      5720.0000  7800.0000  180        EXACT     (FREE)    Top                           
CX478      5720.0000  7850.0000  180        EXACT     (FREE)    Top                           
CX479      5724.0000  7500.0000  000        EXACT     (FREE)    Bottom                        
CX480      5720.0000  7697.0000  000        EXACT     (FREE)    Bottom                        
CX481      5980.0000  7378.0000  270        EXACT     (FREE)    Bottom                        
CX482      5901.0000  7378.0000  090        EXACT     (FREE)    Bottom                        
CX483      6138.0000  7380.0000  270        EXACT     (FREE)    Bottom                        
CX484      6097.0000  7380.0000  090        EXACT     (FREE)    Bottom                        
CX485      6021.0000  7379.0000  270        EXACT     (FREE)    Bottom                        
CX486      5940.0000  7378.0000  090        EXACT     (FREE)    Bottom                        
CX487      5823.0000  7378.0000  270        EXACT     (FREE)    Bottom                        
CX488      5415.0000  6030.0000  270        EXACT     (FREE)    Top                           
CX489      6980.0000  6860.0000  180        EXACT     (FREE)    Bottom                        
CX490      5415.0000  6760.0000  180        EXACT     (FREE)    Top                           
CX491      5385.0000  7600.0000  270        EXACT     (FREE)    Top                           
CX492      6336.0000  7458.0000  180        EXACT     (FREE)    Bottom                        
CX493      6412.0000  7494.0000  270        EXACT     (FREE)    Bottom                        
CX494      5704.0000  7218.0000  000        EXACT     (FREE)    Bottom                        
CX495      6544.0000  6908.0000  180        EXACT     (FREE)    Bottom                        
CX496      6314.0000  7358.0000  090        EXACT     (FREE)    Bottom                        
CX497      6375.0000  7376.0000  000        EXACT     (FREE)    Bottom                        
CX498      6415.0000  7337.0000  180        EXACT     (FREE)    Bottom                        
CX499      6490.0000  7340.0000  180        EXACT     (FREE)    Bottom                        
CX500      6415.0000  7180.0000  090        EXACT     (FREE)    Bottom                        
CX501      6455.0000  7260.0000  180        EXACT     (FREE)    Bottom                        
CX502      5665.0000  7545.0000  180        EXACT     (FREE)    Bottom                        
CX503      6510.0000  7831.0000  090        EXACT     (FREE)    Top                           
CX504      6530.0000  6710.0000  270        EXACT     (FREE)    Bottom                        
CX505      6218.0000  7532.0000  090        EXACT     (FREE)    Bottom                        
CX506      5903.0000  6929.0000  270        EXACT     (FREE)    Bottom                        
CX507      6020.0000  7144.0000  270        EXACT     (FREE)    Bottom                        
CX508      6570.0000  7830.0000  090        EXACT     (FREE)    Bottom                        
CX509      5415.0000  6815.0000  180        EXACT     (FREE)    Top                           
CX510      6502.0000  6846.0000  000        EXACT     (FREE)    Bottom                        
CX511      6258.0000  6714.0000  090        EXACT     (FREE)    Bottom                        
CX512      5630.0000  7259.0000  180        EXACT     (FREE)    Bottom                        
CX513      6510.0000  7755.0000  000        EXACT     (FREE)    Bottom                        
CX514      6375.0000  6540.0000  090        EXACT     (FREE)    Bottom                        
CX515      5630.0000  7875.0000  270        EXACT     (FREE)    Top                           
CX516      5686.0000  7122.0000  180        EXACT     (FREE)    Bottom                        
CX517      6298.0000  6714.0000  090        EXACT     (FREE)    Bottom                        
CX518      5693.0000  6964.0000  180        EXACT     (FREE)    Bottom                        
CX519      5822.0000  7577.0000  270        EXACT     (FREE)    Bottom                        
CX520      5570.0000  7875.0000  270        EXACT     (FREE)    Bottom                        
CX521      6620.0000  6910.0000  180        EXACT     (FREE)    Top                           
CX522      5746.0000  7300.0000  270        EXACT     (FREE)    Bottom                        
CX523      5801.0000  6826.0000  000        EXACT     (FREE)    Bottom                        
CX524      5511.5000  6788.5000  180        EXACT     (FREE)    Bottom                        
CX525      6254.0000  7652.0000  000        EXACT     (FREE)    Bottom                        
CX526      7548.0000  10600.0000 270        EXACT     (FREE)    Top                           
CX527      6022.0000  7614.0000  180        EXACT     (FREE)    Bottom                        
CX528      5828.0000  6767.0000  270        EXACT     (FREE)    Bottom                        
CX529      6252.0000  6984.0000  090        EXACT     (FREE)    Bottom                        
CX530      6060.0000  7573.0000  090        EXACT     (FREE)    Bottom                        
CX531      6490.0000  7651.0000  270        EXACT     (FREE)    Bottom                        
CX532      6158.0000  7456.0000  000        EXACT     (FREE)    Bottom                        
CX533      5587.0000  6697.0000  270        EXACT     (FREE)    Bottom                        
CX534      6353.0000  7103.0000  180        EXACT     (FREE)    Bottom                        
CX535      6128.0000  7712.0000  180        EXACT     (FREE)    Bottom                        
CX536      6061.0000  7415.0000  270        EXACT     (FREE)    Bottom                        
CX537      6137.0000  7144.0000  270        EXACT     (FREE)    Bottom                        
CX538      6010.0000  7063.0000  000        EXACT     (FREE)    Bottom                        
CX539      6368.0000  7702.0000  090        EXACT     (FREE)    Bottom                        
CX540      6420.0000  6703.0000  270        EXACT     (FREE)    Bottom                        
CX541      5979.0000  6784.0000  000        EXACT     (FREE)    Bottom                        
CX542      6102.0000  6788.0000  000        EXACT     (FREE)    Bottom                        
CX543      6178.0000  7024.0000  270        EXACT     (FREE)    Bottom                        
CX544      6380.0000  6820.0000  315        EXACT     (FREE)    Bottom                        
CX545      6554.0000  7145.0000  090        EXACT     (FREE)    Bottom                        
CX546      6560.0000  7400.0000  090        EXACT     (FREE)    Bottom                        
CX547      6680.0000  7080.0000  000        EXACT     (FREE)    Top                           
CX548      6700.0000  7135.0000  270        EXACT     (FREE)    Bottom                        
CX549      6715.0000  7320.0000  180        EXACT     (FREE)    Bottom                        
CX550      6705.0000  7500.0000  180        EXACT     (FREE)    Bottom                        
CX551      5720.0000  7750.0000  180        EXACT     (FREE)    Top                           
CX552      6802.0000  7063.0000  090        EXACT     (FREE)    Top                           
CX553      6757.0000  7063.0000  090        EXACT     (FREE)    Top                           
CX554      720.0000   220.0000   270        EXACT     (FREE)    Top                           
CX555      6240.0000  2350.0000  000        EXACT     (FREE)    Top                           
CX556      5250.0000  1230.0000  270        EXACT     (FREE)    Top                           
CX557      11190.0000 970.0000   270        EXACT     (FREE)    Bottom                        
D1         2000.0000  760.0000   180        EXACT     (FREE)    Bottom                        
D1A        1220.0000  320.0000   180        EXACT     (FREE)    Top                           
D1B        1220.0000  1320.0000  180        EXACT     (FREE)    Top                           
D1C        1220.0000  2320.0000  180        EXACT     (FREE)    Top                           
D1D        1220.0000  3320.0000  180        EXACT     (FREE)    Top                           
D1E        1220.0000  4320.0000  180        EXACT     (FREE)    Top                           
D1F        1225.0000  5320.0000  180        EXACT     (FREE)    Top                           
D1G        1225.0000  6320.0000  180        EXACT     (FREE)    Top                           
D1H        1225.0000  7320.0000  180        EXACT     (FREE)    Top                           
D1I        1225.0000  8320.0000  180        EXACT     (FREE)    Top                           
D1J        1225.0000  9320.0000  180        EXACT     (FREE)    Top                           
D1K        1225.0000  10320.0000 180        EXACT     (FREE)    Top                           
D1L        1225.0000  11320.0000 180        EXACT     (FREE)    Top                           
D1M        10775.0000 11930.0000 000        EXACT     (FREE)    Top                           
D1N        10775.0000 10930.0000 000        EXACT     (FREE)    Top                           
D1O        10775.0000 9930.0000  000        EXACT     (FREE)    Top                           
D1P        10775.0000 8930.0000  000        EXACT     (FREE)    Top                           
D1Q        10775.0000 7930.0000  000        EXACT     (FREE)    Top                           
D1R        10775.0000 6930.0000  000        EXACT     (FREE)    Top                           
D1S        10775.0000 5930.0000  000        EXACT     (FREE)    Top                           
D1T        10775.0000 4930.0000  000        EXACT     (FREE)    Top                           
D1U        10775.0000 3930.0000  000        EXACT     (FREE)    Top                           
D1V        10775.0000 2930.0000  000        EXACT     (FREE)    Top                           
D1W        10775.0000 1930.0000  000        EXACT     (FREE)    Top                           
D1X        10775.0000 930.0000   000        EXACT     (FREE)    Top                           
D2         2000.0000  1760.0000  180        EXACT     (FREE)    Bottom                        
D3         2000.0000  2760.0000  180        EXACT     (FREE)    Bottom                        
D4         2000.0000  3760.0000  180        EXACT     (FREE)    Bottom                        
D5         2000.0000  4760.0000  180        EXACT     (FREE)    Bottom                        
D6         2000.0000  5760.0000  180        EXACT     (FREE)    Bottom                        
D7         2000.0000  6760.0000  180        EXACT     (FREE)    Bottom                        
D8         2000.0000  7760.0000  180        EXACT     (FREE)    Bottom                        
D9         2000.0000  8760.0000  180        EXACT     (FREE)    Bottom                        
D10        2000.0000  9760.0000  180        EXACT     (FREE)    Bottom                        
D11        2000.0000  10760.0000 180        EXACT     (FREE)    Bottom                        
D12        2000.0000  11760.0000 180        EXACT     (FREE)    Bottom                        
D13        10000.0000 11490.0000 000        EXACT     (FREE)    Bottom                        
D14        10000.0000 10490.0000 000        EXACT     (FREE)    Bottom                        
D15        10000.0000 9490.0000  000        EXACT     (FREE)    Bottom                        
D16        10000.0000 8490.0000  000        EXACT     (FREE)    Bottom                        
D17        10000.0000 7490.0000  000        EXACT     (FREE)    Bottom                        
D18        10000.0000 6490.0000  000        EXACT     (FREE)    Bottom                        
D19        10000.0000 5490.0000  000        EXACT     (FREE)    Bottom                        
D20        10000.0000 4490.0000  000        EXACT     (FREE)    Bottom                        
D21        10000.0000 3490.0000  000        EXACT     (FREE)    Bottom                        
D22        10000.0000 2490.0000  000        EXACT     (FREE)    Bottom                        
D23        10000.0000 1490.0000  000        EXACT     (FREE)    Bottom                        
D24        10000.0000 490.0000   000        EXACT     (FREE)    Bottom                        
D25        5300.0000  12090.0000 180        EXACT     (FREE)    Top                           
D26        6010.0000  12004.0000 180        EXACT     (FREE)    Top                           
D27        6770.0000  9980.0000  180        EXACT     (FREE)    Top                           
D28        3510.0000  11785.0000 090        EXACT     (FREE)    Bottom                        
D29        11310.0000 7970.0000  270        EXACT     (FREE)    Bottom                        
D30        1860.0000  625.0000   000        EXACT     (FREE)    Bottom                        
D31        1860.0000  1625.0000  000        EXACT     (FREE)    Bottom                        
D32        1860.0000  2625.0000  000        EXACT     (FREE)    Bottom                        
D33        1860.0000  3625.0000  000        EXACT     (FREE)    Bottom                        
D34        1860.0000  4625.0000  000        EXACT     (FREE)    Bottom                        
D35        1860.0000  5625.0000  000        EXACT     (FREE)    Bottom                        
D36        1860.0000  6625.0000  000        EXACT     (FREE)    Bottom                        
D37        1860.0000  7625.0000  000        EXACT     (FREE)    Bottom                        
D38        1860.0000  8625.0000  000        EXACT     (FREE)    Bottom                        
D39        1860.0000  9625.0000  000        EXACT     (FREE)    Bottom                        
D40        1860.0000  10625.0000 000        EXACT     (FREE)    Bottom                        
D41        1860.0000  11625.0000 000        EXACT     (FREE)    Bottom                        
D42        10140.0000 11625.0000 180        EXACT     (FREE)    Bottom                        
D43        10140.0000 10625.0000 180        EXACT     (FREE)    Bottom                        
D44        10140.0000 9625.0000  180        EXACT     (FREE)    Bottom                        
D45        10140.0000 8625.0000  180        EXACT     (FREE)    Bottom                        
D46        10140.0000 7625.0000  180        EXACT     (FREE)    Bottom                        
D47        10140.0000 6625.0000  180        EXACT     (FREE)    Bottom                        
D48        10140.0000 5625.0000  180        EXACT     (FREE)    Bottom                        
D49        10140.0000 4625.0000  180        EXACT     (FREE)    Bottom                        
D50        10140.0000 3625.0000  180        EXACT     (FREE)    Bottom                        
D51        10140.0000 2625.0000  180        EXACT     (FREE)    Bottom                        
D52        10140.0000 1625.0000  180        EXACT     (FREE)    Bottom                        
D53        10140.0000 625.0000   180        EXACT     (FREE)    Bottom                        
F1         6270.0000  1475.0000  090        EXACT     (FREE)    Top                           
F1A        1785.0000  770.0000   000        EXACT     (FREE)    Top                           
F1B        1785.0000  1770.0000  000        EXACT     (FREE)    Top                           
F1C        1785.0000  2770.0000  000        EXACT     (FREE)    Top                           
F1D        1785.0000  3770.0000  000        EXACT     (FREE)    Top                           
F1E        1785.0000  4770.0000  000        EXACT     (FREE)    Top                           
F1F        1785.0000  5770.0000  000        EXACT     (FREE)    Top                           
F1G        1785.0000  6770.0000  000        EXACT     (FREE)    Top                           
F1H        1785.0000  7770.0000  000        EXACT     (FREE)    Top                           
F1I        1785.0000  8770.0000  000        EXACT     (FREE)    Top                           
F1J        1785.0000  9770.0000  000        EXACT     (FREE)    Top                           
F1K        1785.0000  10770.0000 000        EXACT     (FREE)    Top                           
F1L        1785.0000  11770.0000 000        EXACT     (FREE)    Top                           
F1M        10215.0000 11480.0000 180        EXACT     (FREE)    Top                           
F1N        10215.0000 10480.0000 180        EXACT     (FREE)    Top                           
F1O        10215.0000 9480.0000  180        EXACT     (FREE)    Top                           
F1P        10215.0000 8480.0000  180        EXACT     (FREE)    Top                           
F1Q        10215.0000 7480.0000  180        EXACT     (FREE)    Top                           
F1R        10215.0000 6480.0000  180        EXACT     (FREE)    Top                           
F1S        10215.0000 5480.0000  180        EXACT     (FREE)    Top                           
F1T        10215.0000 4480.0000  180        EXACT     (FREE)    Top                           
F1U        10215.0000 3480.0000  180        EXACT     (FREE)    Top                           
F1V        10215.0000 2480.0000  180        EXACT     (FREE)    Top                           
F1W        10215.0000 1480.0000  180        EXACT     (FREE)    Top                           
F1X        10215.0000 480.0000   180        EXACT     (FREE)    Top                           
J1         6690.0000  11740.0000 000        EXACT     (FREE)    Top                           
J1A        500.0000   780.0000   000        EXACT     (FREE)    Top                           
J1B        500.0000   1780.0000  000        EXACT     (FREE)    Top                           
J1C        500.0000   2780.0000  000        EXACT     (FREE)    Top                           
J1D        500.0000   3780.0000  000        EXACT     (FREE)    Top                           
J1E        500.0000   4780.0000  000        EXACT     (FREE)    Top                           
J1F        500.0000   5780.0000  000        EXACT     (FREE)    Top                           
J1G        500.0000   6780.0000  000        EXACT     (FREE)    Top                           
J1H        500.0000   7780.0000  000        EXACT     (FREE)    Top                           
J1I        500.0000   8780.0000  000        EXACT     (FREE)    Top                           
J1J        500.0000   9780.0000  000        EXACT     (FREE)    Top                           
J1K        500.0000   10780.0000 000        EXACT     (FREE)    Top                           
J1L        500.0000   11780.0000 000        EXACT     (FREE)    Top                           
J1M        11500.0000 11470.0000 180        EXACT     (FREE)    Top                           
J1N        11500.0000 10470.0000 180        EXACT     (FREE)    Top                           
J1O        11500.0000 9470.0000  180        EXACT     (FREE)    Top                           
J1P        11500.0000 8470.0000  180        EXACT     (FREE)    Top                           
J1Q        11500.0000 7470.0000  180        EXACT     (FREE)    Top                           
J1R        11500.0000 6470.0000  180        EXACT     (FREE)    Top                           
J1S        11500.0000 5470.0000  180        EXACT     (FREE)    Top                           
J1T        11500.0000 4470.0000  180        EXACT     (FREE)    Top                           
J1U        11500.0000 3470.0000  180        EXACT     (FREE)    Top                           
J1V        11500.0000 2470.0000  180        EXACT     (FREE)    Top                           
J1W        11500.0000 1470.0000  180        EXACT     (FREE)    Top                           
J1X        11500.0000 470.0000   180        EXACT     (FREE)    Top                           
J2         355.0000   3100.0000  000        EXACT     (FREE)    Top                           
J3         6690.0000  11540.0000 000        EXACT     (FREE)    Top                           
J4         355.0000   7100.0000  000        EXACT     (FREE)    Top                           
J5         355.0000   11100.0000 000        EXACT     (FREE)    Top                           
J6         5273.0000  6504.0000  270        EXACT     (FREE)    Top                           
J7         5750.0000  11700.0000 180        EXACT     (FREE)    Top                           
J8         11645.0000 9150.0000  180        EXACT     (FREE)    Top                           
J9         11645.0000 5150.0000  180        EXACT     (FREE)    Top                           
J10        11645.0000 1150.0000  180        EXACT     (FREE)    Top                           
J11        6727.0000  5746.0000  090        EXACT     (FREE)    Top                           
J12        6600.0000  11940.0000 000        EXACT     (FREE)    Top                           
J13        6046.0000  12237.0000 000        EXACT     (FREE)    Bottom                        
J14        5309.0000  12248.0000 180        EXACT     (FREE)    Bottom                        
J15        6821.0000  7300.0000  090        EXACT     (FREE)    Top                           
J16        11430.0000 8060.0000  180        EXACT     (FREE)    Top                           
J17        3550.0000  11800.0000 000        EXACT     (FREE)    Top                           
J18        11500.0000 12150.0000 090        EXACT     (FREE)    Top                           
J19        5910.0000  9875.0000  270        EXACT     (FREE)    Bottom                        
J20        500.0000   12150.0000 270        EXACT     (FREE)    Top                           
J21        5960.0000  2320.0000  270        EXACT     (FREE)    Bottom                        
J22        5250.0000  11210.0000 090        EXACT     (FREE)    Top                           
J23        5250.0000  11500.0000 090        EXACT     (FREE)    Top                           
L1         5940.0000  1570.0000  270        EXACT     (FREE)    Top                           
L1A        1345.0000  680.0000   270        EXACT     (FREE)    Top                           
L1B        1345.0000  1680.0000  270        EXACT     (FREE)    Top                           
L1C        1345.0000  2680.0000  270        EXACT     (FREE)    Top                           
L1D        1345.0000  3680.0000  270        EXACT     (FREE)    Top                           
L1E        1345.0000  4680.0000  270        EXACT     (FREE)    Top                           
L1F        1345.0000  5680.0000  270        EXACT     (FREE)    Top                           
L1G        1345.0000  6680.0000  270        EXACT     (FREE)    Top                           
L1H        1345.0000  7680.0000  270        EXACT     (FREE)    Top                           
L1I        1345.0000  8680.0000  270        EXACT     (FREE)    Top                           
L1J        1345.0000  9680.0000  270        EXACT     (FREE)    Top                           
L1K        1345.0000  10680.0000 270        EXACT     (FREE)    Top                           
L1L        1345.0000  11680.0000 270        EXACT     (FREE)    Top                           
L1M        10655.0000 11570.0000 090        EXACT     (FREE)    Top                           
L1N        10655.0000 10570.0000 090        EXACT     (FREE)    Top                           
L1O        10655.0000 9570.0000  090        EXACT     (FREE)    Top                           
L1P        10655.0000 8570.0000  090        EXACT     (FREE)    Top                           
L1Q        10655.0000 7570.0000  090        EXACT     (FREE)    Top                           
L1R        10655.0000 6570.0000  090        EXACT     (FREE)    Top                           
L1S        10655.0000 5570.0000  090        EXACT     (FREE)    Top                           
L1T        10655.0000 4570.0000  090        EXACT     (FREE)    Top                           
L1U        10655.0000 3570.0000  090        EXACT     (FREE)    Top                           
L1V        10655.0000 2570.0000  090        EXACT     (FREE)    Top                           
L1W        10655.0000 1570.0000  090        EXACT     (FREE)    Top                           
L1X        10655.0000 570.0000   090        EXACT     (FREE)    Top                           
L2         5940.0000  1380.0000  270        EXACT     (FREE)    Top                           
L2A        1510.0000  680.0000   270        EXACT     (FREE)    Top                           
L2B        1510.0000  1680.0000  270        EXACT     (FREE)    Top                           
L2C        1510.0000  2680.0000  270        EXACT     (FREE)    Top                           
L2D        1510.0000  3680.0000  270        EXACT     (FREE)    Top                           
L2E        1510.0000  4680.0000  270        EXACT     (FREE)    Top                           
L2F        1510.0000  5680.0000  270        EXACT     (FREE)    Top                           
L2G        1510.0000  6680.0000  270        EXACT     (FREE)    Top                           
L2H        1510.0000  7680.0000  270        EXACT     (FREE)    Top                           
L2I        1510.0000  8680.0000  270        EXACT     (FREE)    Top                           
L2J        1510.0000  9680.0000  270        EXACT     (FREE)    Top                           
L2K        1510.0000  10680.0000 270        EXACT     (FREE)    Top                           
L2L        1510.0000  11680.0000 270        EXACT     (FREE)    Top                           
L2M        10490.0000 11570.0000 090        EXACT     (FREE)    Top                           
L2N        10490.0000 10570.0000 090        EXACT     (FREE)    Top                           
L2O        10490.0000 9570.0000  090        EXACT     (FREE)    Top                           
L2P        10490.0000 8570.0000  090        EXACT     (FREE)    Top                           
L2Q        10490.0000 7570.0000  090        EXACT     (FREE)    Top                           
L2R        10490.0000 6570.0000  090        EXACT     (FREE)    Top                           
